label,title,description
2,Olympic rowing champion Pinsent bows out,"A few months after winning his fourth Olympic Gold Medal Matthew Pinsent, one of Britain's premier rowers in recent years has announced his retirement."
2,"After bad hop, he bounces back","Tony Womack has his winter planned. The Cardinals second baseman will not only rest following a long season, he will heal."
2,Illinois Proves Rank,"Sporting their brand-new No. 1 ranking, Illinois reigns 14 three-pointers on Chicago State as the Illini cruise to a 78-59 triumph on Monday night."
2,Mickelson Wakes Up,"After a restless night Friday, Phil Mickelson was feeling a bit better after Saturday's foursomes, where he and David Toms gave the U.S. a 4-and-3 victory over Miguel Angel Jimenez and Thomas Levet."
2,Argentina beat Italy for place in football final,"Favourites Argentina beat Italy 3-0 this morning to claim their place in the final of the men's Olympic football tournament. Goals by leading goalscorer Carlos Tevez, with a smart volley after 16 minutes, and "
2,United warned Glazer will fight,"Manchester United have been warned that they are still not safe from the take-over plans of Malcolm Glazer by Keith Harris, the City financier who could yet lead a supporters "
3,"J.C. Penney Posts Profit, Sales Strong"," NEW YORK (Reuters) - Department store operator J.C. Penney  Co. Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=JCP.N target=/stocks/quickinfo/fullquote""&gt;JCP.N&lt;/A&gt; on Tuesday posted a quarterly operating  profit, reversing a year-earlier loss, on inventory controls  and strong sales of jeans, home furnishings and career clothes."
4,"ADIC combines disk, tape in new storage appliance","Advanced Digital Information (ADIC) has announced a mid-level storage system that combines disk and tape in a single appliance, the Pathlight VX 2.0."
1,"There was no coup plot, say accused","Malabo - Equatorial Guinea intends to seek the extradition of Mark Thatcher, son of the former British prime minister, in connection with the alleged coup plot, a government source here has said."
3,Continental posts quarterly loss,"HOUSTON -- Continental Airlines said Tuesday that rising oil costs and $280 million in federal transportation, security and airport fees charged on passenger tickets drove the carrier to post a loss in the third quarter."
1,UN Approves Oil Sanction on Sudan,The United Nations (UN) Security Council passed a resolution yesterday (September 18) that proposes implementing oil sanctions on Sudan if the government fails to end the crisis in its Darfur region.
2,New deal for Moyes,"Everton manager David Moyes has signed a new contract which will keep him at the club until 2009. Moyes, 41, has steered the club to third in the Premiership table despite last season's narrow escape from "
3,Dollar Edges Higher as Greenspan Awaited,The dollar posted modest gains on Wednesday as investors awaited comments from the Federal Reserve chief that are expected to point to further rises in US interest rates this year.
1,Democracy wins in Afghan election,What a difference the ballot makes. The election of Hamid Karzai as the first popularly elected president of Afghanistan is a dramatic affirmation of the power of democracy.
4,"TiVo, Netflix Close to Internet Movie Deal-Report (Reuters)","Reuters - Online DVD renter Netflix Inc.\ and television recorder maker TiVo Inc.  are\close to a deal to allow Netflix subscribers to download movies\over the Internet to their TiVo devices, according to the\latest issue of Newsweek magazine."
2,Players dismiss security worries,"Given nearly a week to examine the security issues raised by the now-infamous brawl between players and fans in Auburn Hills, Mich., Nov. 19, the Celtics returned to the FleetCenter last night with two losses and few concerns about their on-court safety."
4,USPO Ditches Home Photo Stamps,"Make a stamp? Nope, no more, says the U.S. Postal Service. Though most used the service to create postage from images of their dogs, babies and weddings, some folks made legal postage out of images of not-so-nice people."
4,Google's Desktop Search Could Change SEM Forever,"Google was first to market a desktop search utility. Well, actually, others were first, but Google's the one everyone noticed."
2,"Fox, Traded by Lakers to Celtics, Retires ","AP - Rick Fox retired Thursday, ending a 13-year pro career during which he was part of three NBA championship teams with the Los Angeles Lakers."
1,Cricket: Aussies watch India tumble,"Australia take control of the first Test, reducing India to 150-6 after posting 474."
2,Missed target,Unfavorable exchange rates and fear of terrorism are keeping many would-be spectators at home. ATHENS-An uninformed spectator stumbling into the Athens Olympic Sports Complex on Wednesday night could have been forgiven for ...
4,UK ; Last Rites Sounded for Life-Changing Video Format," quot;We are now entering the digital age and the new DVD technology available represents a step-change in picture quality and convenience, quot; said marketing director John Mewett."
4,Blackberry shrinks phone keyboard,A new keyboard for phones that incorporates a traditional Qwerty layout and a standard number pad has been developed by the makers of the Blackberry mobiles.
2,"Agassi, Nalbandian withdraw from Paris Masters","Paris, France (Sports Network) - Andre Agassi and David Nalbandian announced Monday that they have withdrawn from the Paris Masters because of injuries."
4,European Union Extends Review of Microsoft Deal,Microsoft and Time Warner ran into fresh trouble in Europe today as antitrust regulators ordered an in-depth probe of their deal to collaborate in making anti-piracy software.
2,Rugby-Ireland erase tour woes with win over Springboks,A jubilant Ireland were celebrating their first victory over South Africa in almost 40 years on Saturday after beating the Tri-nations champions 17-12 at Lansdowne Road.
3,Insurers Weather Storm; Stocks Climb,Shares of financial services firms helped lead the broader market higher Tuesday as investors were encouraged that insurance companies saw less damage from Hurricane Frances than originally feared.
4,The Little Website that Couldn't,"There once was a boy who for no apparent reason went around knifing his classmates. This boy's parents took him to nearly every mental health professional with no success... until one day a famous hypnotist came to town. There was a long line to speak to him, and as they waited medical doctors hovered around them trying to convince them it was all quackery.  But the parents, figuring they had nothing to lose, continued standing in line with their disturbed son.  At long last they told the doctor about their son's twisted history, and after a long pause the doctor looked the boy square in the eye and said,  ""My, won't you be surprised when you never do anything like this again."""
3,Mortgage rates take a tumble,"Long-term mortgage rates tumbled to six-month lows this week amid concerns the economic expansion may be losing steam. Defying expectations earlier this year that it would now hover around 6.5 percent, the "
2,No. 1 Tigers too much for Gophers,"Ina showdown between two of the top womens college basketball players in the nation, Minnesotas Janel McCarville shined, scoring a career-high 31 points and making a boisterous statement for her Wooden Award candidacy."
3,Hungarian central bank cuts key interest rate by half percentage point ,"AFP - The Hungarian central bank cut its benchmark interest rate by 50 basis points from 11.5 percent to 11.0 percent, the bank said in a statement posted on its website."
2,Giants already match win total from last season,"The New York Giants aren't just winning. They're doing the kind of things winning teams do. Like making a stand on fourth-and-1 deep in their own territory, then again at midfield in the fourth quarter."
1, Two systems tested in Hong Kong,"On Sunday, voters will have a limited chance to elect members to the city's parliament. By Robert Marquand  Staff writer of The Christian Science Monitor."
3,Venezuela's Chavez Wins Recall Referendum (Reuters),"Reuters - Venezuela's left-wing\President Hugo Chavez won a recall referendum on his divisive\rule in a vote backed on Monday by international observers who\found no ""element of fraud."""
1,Hurricane Jeanne Targets Fla. East Coast,"FORT PIERCE, Fla. - Floridians scrambled to board their homes and stock up on groceries and gas - again - as Hurricane Jeanne churned westward Friday and threatened to become the fourth hurricane to pound the state in the last six weeks..."
4,Decline hits North American birds,The National Audubon Society's State of the Birds report draws on data collected between 1966 and 2003 for 654 American bird species.
